account_id,customer_id,account_type,product_code,open_date,close_date,status,interest_rate,credit_limit,branch_id,created_at,updated_at
ACCT00000170,CUST000142,SAVINGS,SAV_BASIC,2022-03-23,,ACTIVE,0.0446,,BR0013,2022-03-23 08:16:29,2022-03-23 22:21:10
ACCT00000171,CUST000143,CHECKING,CHK_PREMIUM,2022-07-31,2023-02-13,CLOSED,0.0233,,BR0001,2022-07-31 06:59:57,2022-07-31 11:58:46
ACCT00000172,CUST000144,CHECKING,CHK_PREMIUM,2023-07-29,,ACTIVE,0.0794,,BR0019,2023-07-29 19:26:19,2023-07-29 21:30:19
ACCT00000173,CUST000144,CHECKING,CHK_PREMIUM,2023-02-25,2023-07-09,CLOSED,0.007,,BR0019,2023-02-25 12:00:09,2023-02-25 17:32:23
ACCT00000174,CUST000145,SAVINGS,SAV_HIYIELD,2020-09-09,,ACTIVE,0.0176,,BR0013,2020-09-09 22:49:34,2020-09-09 17:40:10
ACCT00000175,CUST000145,LOAN,LOAN_AUTO,2020-05-30,,ACTIVE,0.1087,25000,BR0013,2020-05-30 07:51:36,2020-05-30 22:19:45
ACCT00000176,CUST000146,CD,CD_12MO,2021-08-12,,ACTIVE,0.0271,,BR0008,2021-08-12 22:53:56,2021-08-12 09:24:29
ACCT00000177,CUST000146,SAVINGS,SAV_BASIC,2022-05-18,,ACTIVE,0.0755,,BR0008,2022-05-18 09:37:14,2022-05-18 15:34:48
ACCT00000178,CUST000147,LOAN,LOAN_PERSONAL,2020-02-11,,ACTIVE,0.2038,10000,BR0001,2020-02-11 12:16:08,2020-02-11 11:19:58
ACCT00000179,CUST000148,CHECKING,CHK_PREMIUM,2020-02-27,,ACTIVE,0.0598,,BR0013,2020-02-27 13:48:54,2020-02-27 07:53:37
ACCT00000180,CUST000149,CHECKING,CHK_BASIC,2023-08-14,,ACTIVE,0.0243,,BR0004,2023-08-14 08:18:46,2023-08-14 18:05:12
ACCT00000181,CUST000150,CHECKING,CHK_PREMIUM,2022-04-10,,ACTIVE,0.0296,,BR0007,2022-04-10 07:04:20,2022-04-10 13:02:12
ACCT00000182,CUST000151,CHECKING,CHK_BASIC,2022-10-23,,ACTIVE,0.0716,,BR0018,2022-10-23 19:23:39,2022-10-23 15:42:49
ACCT00000183,CUST000151,SAVINGS,SAV_HIYIELD,2022-08-17,,FROZEN,0.0198,,BR0018,2022-08-17 15:20:56,2022-08-17 15:07:50
ACCT00000184,CUST000152,MONEY_MARKET,MM_STANDARD,2020-05-22,,ACTIVE,0.0331,,BR0004,2020-05-22 14:21:09,2020-05-22 07:26:19
ACCT00000185,CUST000153,LOAN,LOAN_AUTO,2023-01-29,2023-04-22,CLOSED,0.2364,10000,BR0009,2023-01-29 08:01:03,2023-01-29 22:40:08
ACCT00000186,CUST000154,CHECKING,CHK_BASIC,2023-09-29,,FROZEN,0.033,,BR0009,2023-09-29 10:26:52,2023-09-29 22:59:08
ACCT00000187,CUST000155,SAVINGS,SAV_BASIC,2022-02-02,,ACTIVE,0.0524,,BR0002,2022-02-02 18:53:39,2022-02-02 18:09:01
ACCT00000188,CUST000156,SAVINGS,SAV_BASIC,2020-10-14,,ACTIVE,0.0599,,BR0017,2020-10-14 06:22:36,2020-10-14 13:08:42
ACCT00000189,CUST000157,CD,CD_6MO,2021-04-14,,DORMANT,0.0446,,BR0011,2021-04-14 20:03:45,2021-04-14 12:10:09
ACCT00000190,CUST000158,CHECKING,CHK_PREMIUM,2021-10-24,,ACTIVE,0.0731,,BR0003,2021-10-24 14:35:21,2021-10-24 21:47:08
ACCT00000191,CUST000159,SAVINGS,SAV_BASIC,2020-10-09,,ACTIVE,0.0243,,BR0012,2020-10-09 11:57:45,2020-10-09 07:21:43
ACCT00000192,CUST000160,SAVINGS,SAV_BASIC,2021-03-29,2023-12-06,CLOSED,0.0732,,BR0001,2021-03-29 22:25:01,2021-03-29 18:02:18
ACCT00000193,CUST000161,CHECKING,CHK_PREMIUM,2020-11-08,2022-12-12,CLOSED,0.071,,BR0019,2020-11-08 14:28:51,2020-11-08 18:44:38
ACCT00000194,CUST000162,SAVINGS,SAV_HIYIELD,2023-01-17,,ACTIVE,0.0698,,BR0011,2023-01-17 22:46:37,2023-01-17 22:21:27
ACCT00000195,CUST000163,CHECKING,CHK_PREMIUM,2021-10-06,2022-12-08,CLOSED,0.0505,,BR0013,2021-10-06 17:27:51,2021-10-06 10:14:32
ACCT00000196,CUST000164,MONEY_MARKET,MM_STANDARD,2022-09-28,,ACTIVE,0.0585,,BR0008,2022-09-28 18:22:27,2022-09-28 13:04:13
ACCT00000197,CUST000164,SAVINGS,SAV_BASIC,2022-12-23,,ACTIVE,0.0709,,BR0008,2022-12-23 10:53:37,2022-12-23 06:56:05
ACCT00000198,CUST000165,CHECKING,CHK_PREMIUM,2021-09-23,,ACTIVE,0.0666,,BR0006,2021-09-23 14:42:48,2021-09-23 20:57:56
ACCT00000199,CUST000165,CHECKING,CHK_BASIC,2021-10-04,,ACTIVE,0.0174,,BR0006,2021-10-04 09:48:46,2021-10-04 14:54:33
ACCT00000200,CUST000166,MONEY_MARKET,MM_STANDARD,2022-08-17,,ACTIVE,0.0761,,BR0003,2022-08-17 15:19:04,2022-08-17 09:16:29
ACCT00000201,CUST000167,SAVINGS,SAV_BASIC,2023-08-30,,ACTIVE,0.0475,,BR0007,2023-08-30 08:47:26,2023-08-30 21:13:40
ACCT00000202,CUST000168,CHECKING,CHK_BASIC,2022-06-29,,ACTIVE,0.0529,,BR0011,2022-06-29 18:31:00,2022-06-29 14:55:32
ACCT00000203,CUST000169,CD,CD_12MO,2022-11-11,,ACTIVE,0.031,,BR0009,2022-11-11 10:37:57,2022-11-11 11:23:49
ACCT00000204,CUST000170,CD,CD_6MO,2021-01-10,,ACTIVE,0.0425,,BR0004,2021-01-10 11:45:34,2021-01-10 06:48:48
ACCT00000205,CUST000171,CHECKING,CHK_PREMIUM,2023-08-12,,ACTIVE,0.0347,,BR0008,2023-08-12 15:43:53,2023-08-12 19:31:58
ACCT00000206,CUST000172,SAVINGS,SAV_HIYIELD,2021-11-25,,ACTIVE,0.023,,BR0018,2021-11-25 13:30:17,2021-11-25 14:36:20
ACCT00000207,CUST000173,CHECKING,CHK_BASIC,2022-01-22,,ACTIVE,0.0074,,BR0007,2022-01-22 21:20:57,2022-01-22 17:43:50
ACCT00000208,CUST000174,LOAN,LOAN_AUTO,2021-02-15,,ACTIVE,0.0949,50000,BR0001,2021-02-15 20:17:05,2021-02-15 08:45:40
ACCT00000209,CUST000175,CD,CD_6MO,2022-05-19,,ACTIVE,0.0673,,BR0020,2022-05-19 09:50:39,2022-05-19 21:27:16
ACCT00000210,CUST000176,SAVINGS,SAV_HIYIELD,2020-06-30,,ACTIVE,0.0632,,BR0004,2020-06-30 08:49:22,2020-06-30 19:19:56
ACCT00000211,CUST000176,CHECKING,CHK_PREMIUM,2021-01-15,,ACTIVE,0.0198,,BR0004,2021-01-15 06:58:51,2021-01-15 07:36:13
ACCT00000212,CUST000177,CHECKING,CHK_BASIC,2022-05-31,,ACTIVE,0.0671,,BR0017,2022-05-31 08:48:47,2022-05-31 16:36:30
ACCT00000213,CUST000178,CD,CD_6MO,2023-11-01,,ACTIVE,0.011,,BR0008,2023-11-01 14:48:34,2023-11-01 12:19:49
ACCT00000214,CUST000178,CD,CD_12MO,2023-10-12,,ACTIVE,0.0447,,BR0008,2023-10-12 22:49:16,2023-10-12 19:41:44
ACCT00000215,CUST000179,CD,CD_6MO,2023-11-04,,ACTIVE,0.0637,,BR0005,2023-11-04 12:58:19,2023-11-04 06:04:53
ACCT00000216,CUST000180,SAVINGS,SAV_HIYIELD,2020-12-08,,ACTIVE,0.0638,,BR0020,2020-12-08 22:25:25,2020-12-08 21:06:59
ACCT00000217,CUST000181,SAVINGS,SAV_BASIC,2021-06-07,,ACTIVE,0.0715,,BR0008,2021-06-07 07:39:56,2021-06-07 19:31:54
ACCT00000218,CUST000182,CHECKING,CHK_PREMIUM,2020-08-09,,ACTIVE,0.0117,,BR0012,2020-08-09 16:47:13,2020-08-09 18:59:44
ACCT00000219,CUST000183,MONEY_MARKET,MM_STANDARD,2023-10-11,,FROZEN,0.0571,,BR0006,2023-10-11 17:26:28,2023-10-11 10:51:32
ACCT00000220,CUST000184,SAVINGS,SAV_HIYIELD,2023-02-25,,ACTIVE,0.0776,,BR0015,2023-02-25 12:35:15,2023-02-25 06:43:31
ACCT00000221,CUST000185,MONEY_MARKET,MM_STANDARD,2023-12-07,,CLOSED,0.0315,,BR0010,2023-12-07 19:16:13,2023-12-07 17:25:30
ACCT00000222,CUST000186,CD,CD_12MO,2021-12-09,,DORMANT,0.0012,,BR0006,2021-12-09 06:53:30,2021-12-09 16:05:42
ACCT00000223,CUST000187,MONEY_MARKET,MM_STANDARD,2023-05-20,,ACTIVE,0.0392,,BR0001,2023-05-20 17:04:09,2023-05-20 14:19:06
ACCT00000224,CUST000188,CHECKING,CHK_BASIC,2020-12-07,,ACTIVE,0.0541,,BR0016,2020-12-07 19:58:17,2020-12-07 11:33:48
ACCT00000225,CUST000189,CREDIT,CC_REWARDS,2022-04-11,,ACTIVE,0.0225,10000,BR0003,2022-04-11 19:22:24,2022-04-11 16:37:57
ACCT00000226,CUST000190,CHECKING,CHK_PREMIUM,2023-06-22,2023-10-13,CLOSED,0.0583,,BR0004,2023-06-22 14:41:50,2023-06-22 12:40:53
ACCT00000227,CUST000191,SAVINGS,SAV_BASIC,2021-07-09,,ACTIVE,0.0276,,BR0008,2021-07-09 19:51:36,2021-07-09 11:09:46
ACCT00000228,CUST000192,CHECKING,CHK_BASIC,2022-11-06,,ACTIVE,0.0395,,BR0006,2022-11-06 13:19:55,2022-11-06 09:22:13
ACCT00000229,CUST000192,SAVINGS,SAV_BASIC,2022-11-11,,ACTIVE,0.0535,,BR0006,2022-11-11 09:07:21,2022-11-11 14:29:29
ACCT00000230,CUST000192,CHECKING,CHK_BASIC,2022-06-08,,ACTIVE,0.0534,,BR0006,2022-06-08 14:44:34,2022-06-08 21:08:11
ACCT00000231,CUST000193,SAVINGS,SAV_BASIC,2022-11-30,,ACTIVE,0.0281,,BR0005,2022-11-30 21:19:06,2022-11-30 18:34:21
ACCT00000232,CUST000194,CD,CD_24MO,2021-08-31,,ACTIVE,0.0258,,BR0018,2021-08-31 13:55:09,2021-08-31 17:23:22
ACCT00000233,CUST000194,MONEY_MARKET,MM_STANDARD,2021-03-02,,FROZEN,0.0394,,BR0018,2021-03-02 15:53:31,2021-03-02 17:59:32
ACCT00000234,CUST000195,CHECKING,CHK_PREMIUM,2022-01-01,,ACTIVE,0.0506,,BR0003,2022-01-01 09:49:12,2022-01-01 19:10:15
ACCT00000235,CUST000195,CHECKING,CHK_PREMIUM,2022-09-14,,ACTIVE,0.0361,,BR0003,2022-09-14 15:01:29,2022-09-14 09:16:25
ACCT00000236,CUST000196,MONEY_MARKET,MM_STANDARD,2022-10-10,,ACTIVE,0.0586,,BR0013,2022-10-10 21:42:37,2022-10-10 21:46:51
ACCT00000237,CUST000197,CHECKING,CHK_PREMIUM,2020-06-06,,FROZEN,0.0462,,BR0007,2020-06-06 07:33:45,2020-06-06 12:31:18
ACCT00000238,CUST000198,SAVINGS,SAV_BASIC,2023-04-02,,ACTIVE,0.0375,,BR0017,2023-04-02 12:38:52,2023-04-02 18:06:01
ACCT00000239,CUST000199,CD,CD_6MO,2023-10-11,,ACTIVE,0.0356,,BR0019,2023-10-11 07:24:29,2023-10-11 14:36:02
ACCT00000240,CUST000199,SAVINGS,SAV_BASIC,2023-12-16,,ACTIVE,0.0756,,BR0019,2023-12-16 16:20:43,2023-12-16 09:25:57
ACCT00000241,CUST000200,LOAN,LOAN_PERSONAL,2021-09-03,,ACTIVE,0.1729,25000,BR0016,2021-09-03 19:28:25,2021-09-03 13:22:12
ACCT00000242,CUST000201,CHECKING,CHK_PREMIUM,2022-12-03,,ACTIVE,0.0046,,BR0015,2022-12-03 07:29:08,2022-12-03 10:34:34
ACCT00000243,CUST000202,CHECKING,CHK_BASIC,2023-03-08,,ACTIVE,0.0643,,BR0019,2023-03-08 09:48:12,2023-03-08 06:04:17
ACCT00000244,CUST000203,CHECKING,CHK_BASIC,2022-11-27,,ACTIVE,0.0351,,BR0002,2022-11-27 13:20:30,2022-11-27 19:28:49
ACCT00000245,CUST000204,CHECKING,CHK_BASIC,2021-05-24,,ACTIVE,0.0566,,BR0016,2021-05-24 06:42:03,2021-05-24 20:43:46
ACCT00000246,CUST000204,CHECKING,CHK_PREMIUM,2020-12-06,,ACTIVE,0.0453,,BR0016,2020-12-06 10:24:52,2020-12-06 06:32:11
ACCT00000247,CUST000205,CD,CD_12MO,2023-10-02,,FROZEN,0.065,,BR0019,2023-10-02 14:45:49,2023-10-02 08:09:56
ACCT00000248,CUST000205,SAVINGS,SAV_BASIC,2023-12-30,,ACTIVE,0.008,,BR0019,2023-12-30 10:43:08,2023-12-30 12:50:51
ACCT00000249,CUST000206,CHECKING,CHK_BASIC,2023-05-08,,ACTIVE,0.0265,,BR0006,2023-05-08 11:51:24,2023-05-08 08:59:06
ACCT00000250,CUST000207,SAVINGS,SAV_HIYIELD,2021-10-30,,ACTIVE,0.065,,BR0014,2021-10-30 15:25:48,2021-10-30 16:28:16
ACCT00000251,CUST000208,CD,CD_24MO,2022-02-04,,ACTIVE,0.018,,BR0001,2022-02-04 17:43:52,2022-02-04 16:17:18
ACCT00000252,CUST000209,CHECKING,CHK_PREMIUM,2023-07-16,,DORMANT,0.0077,,BR0006,2023-07-16 18:58:28,2023-07-16 12:32:01
ACCT00000253,CUST000210,CD,CD_24MO,2020-07-03,,ACTIVE,0.0662,,BR0002,2020-07-03 09:44:37,2020-07-03 12:28:53
ACCT00000254,CUST000211,CHECKING,CHK_PREMIUM,2023-12-09,,CLOSED,0.0691,,BR0018,2023-12-09 08:16:24,2023-12-09 10:10:01
ACCT00000255,CUST000211,CHECKING,CHK_BASIC,2023-07-29,,ACTIVE,0.0202,,BR0018,2023-07-29 14:03:57,2023-07-29 09:07:11
ACCT00000256,CUST000212,SAVINGS,SAV_BASIC,2022-03-10,,ACTIVE,0.0165,,BR0005,2022-03-10 22:30:56,2022-03-10 18:58:18
ACCT00000257,CUST000213,LOAN,LOAN_AUTO,2021-10-07,2023-01-11,CLOSED,0.1271,25000,BR0009,2021-10-07 13:49:29,2021-10-07 18:09:47
ACCT00000258,CUST000214,MONEY_MARKET,MM_STANDARD,2022-12-18,2023-08-20,CLOSED,0.0554,,BR0006,2022-12-18 08:40:26,2022-12-18 11:06:31
ACCT00000259,CUST000215,SAVINGS,SAV_BASIC,2023-12-06,,ACTIVE,0.0529,,BR0020,2023-12-06 09:32:24,2023-12-06 13:02:14
ACCT00000260,CUST000216,CD,CD_24MO,2021-02-08,,ACTIVE,0.027,,BR0012,2021-02-08 18:16:39,2021-02-08 19:29:19
ACCT00000261,CUST000217,SAVINGS,SAV_BASIC,2021-12-24,,FROZEN,0.0491,,BR0011,2021-12-24 06:24:50,2021-12-24 14:50:51
ACCT00000262,CUST000217,MONEY_MARKET,MM_STANDARD,2021-12-22,,FROZEN,0.052,,BR0011,2021-12-22 13:19:08,2021-12-22 16:52:42
ACCT00000263,CUST000218,CHECKING,CHK_BASIC,2023-12-24,,ACTIVE,0.0446,,BR0006,2023-12-24 17:35:36,2023-12-24 09:12:25
ACCT00000264,CUST000218,SAVINGS,SAV_BASIC,2023-05-05,,ACTIVE,0.0375,,BR0006,2023-05-05 11:07:21,2023-05-05 13:04:38
ACCT00000265,CUST000219,LOAN,LOAN_PERSONAL,2020-12-07,,ACTIVE,0.1203,1000,BR0004,2020-12-07 10:11:07,2020-12-07 19:36:47
ACCT00000266,CUST000220,CREDIT,CC_REWARDS,2020-12-10,,ACTIVE,0.03,5000,BR0011,2020-12-10 22:00:09,2020-12-10 13:12:49
ACCT00000267,CUST000220,SAVINGS,SAV_HIYIELD,2021-09-03,,ACTIVE,0.0162,,BR0011,2021-09-03 08:00:26,2021-09-03 17:28:15
ACCT00000268,CUST000220,SAVINGS,SAV_HIYIELD,2021-01-10,,ACTIVE,0.0308,,BR0011,2021-01-10 12:49:44,2021-01-10 17:07:01
ACCT00000269,CUST000221,CHECKING,CHK_BASIC,2021-03-06,,DORMANT,0.0129,,BR0003,2021-03-06 13:12:05,2021-03-06 16:23:32
ACCT00000270,CUST000221,CD,CD_24MO,2021-12-05,,ACTIVE,0.0019,,BR0003,2021-12-05 13:21:51,2021-12-05 20:06:31
ACCT00000271,CUST000222,SAVINGS,SAV_BASIC,2021-04-03,,FROZEN,0.0162,,BR0006,2021-04-03 17:26:32,2021-04-03 20:58:03
ACCT00000272,CUST000223,CHECKING,CHK_PREMIUM,2021-08-28,,FROZEN,0.0014,,BR0011,2021-08-28 08:25:16,2021-08-28 13:48:40
ACCT00000273,CUST000224,CD,CD_6MO,2022-03-11,,ACTIVE,0.0364,,BR0004,2022-03-11 14:07:48,2022-03-11 20:48:53
ACCT00000274,CUST000225,CD,CD_12MO,2023-11-08,,ACTIVE,0.0231,,BR0002,2023-11-08 15:20:41,2023-11-08 20:43:40
ACCT00000275,CUST000226,CD,CD_12MO,2022-03-10,,ACTIVE,0.0611,,BR0019,2022-03-10 07:14:14,2022-03-10 11:16:37
ACCT00000276,CUST000227,LOAN,LOAN_AUTO,2023-05-10,,DORMANT,0.2192,5000,BR0012,2023-05-10 16:07:49,2023-05-10 06:19:34
ACCT00000277,CUST000228,CHECKING,CHK_PREMIUM,2022-01-27,,ACTIVE,0.0564,,BR0004,2022-01-27 20:46:51,2022-01-27 12:53:07
ACCT00000278,CUST000229,SAVINGS,SAV_BASIC,2022-09-27,,ACTIVE,0.0392,,BR0007,2022-09-27 20:38:49,2022-09-27 17:52:37
ACCT00000279,CUST000230,LOAN,LOAN_PERSONAL,2023-09-03,,ACTIVE,0.061,1000,BR0014,2023-09-03 21:36:30,2023-09-03 18:19:56
ACCT00000280,CUST000231,CREDIT,CC_BASIC,2022-07-04,,ACTIVE,0.0414,10000,BR0011,2022-07-04 10:10:24,2022-07-04 12:18:32
ACCT00000281,CUST000232,SAVINGS,SAV_BASIC,2020-06-23,,FROZEN,0.0609,,BR0012,2020-06-23 06:38:32,2020-06-23 14:43:24
ACCT00000282,CUST000233,SAVINGS,SAV_BASIC,2023-04-20,,ACTIVE,0.0739,,BR0004,2023-04-20 19:04:13,2023-04-20 22:08:59
ACCT00000283,CUST000234,SAVINGS,SAV_HIYIELD,2023-04-11,,ACTIVE,0.0708,,BR0001,2023-04-11 20:28:38,2023-04-11 17:29:02
ACCT00000284,CUST000235,MONEY_MARKET,MM_STANDARD,2021-01-22,,ACTIVE,0.038,,BR0013,2021-01-22 11:56:47,2021-01-22 20:04:42
ACCT00000285,CUST000236,CHECKING,CHK_BASIC,2022-04-25,,DORMANT,0.0791,,BR0014,2022-04-25 09:08:35,2022-04-25 19:11:11
ACCT00000286,CUST000237,SAVINGS,SAV_BASIC,2021-01-08,,ACTIVE,0.014,,BR0008,2021-01-08 12:43:49,2021-01-08 13:03:50
ACCT00000287,CUST000238,CHECKING,CHK_PREMIUM,2022-11-26,,ACTIVE,0.0231,,BR0014,2022-11-26 06:50:25,2022-11-26 06:53:54
ACCT00000288,CUST000239,CHECKING,CHK_PREMIUM,2022-10-16,,ACTIVE,0.0493,,BR0016,2022-10-16 10:12:21,2022-10-16 20:34:56
ACCT00000289,CUST000239,SAVINGS,SAV_HIYIELD,2022-04-02,,ACTIVE,0.0081,,BR0016,2022-04-02 22:21:15,2022-04-02 21:45:53
ACCT00000290,CUST000240,CHECKING,CHK_PREMIUM,2022-01-11,,ACTIVE,0.043,,BR0009,2022-01-11 16:18:34,2022-01-11 21:49:21
ACCT00000291,CUST000241,MONEY_MARKET,MM_STANDARD,2023-12-30,,ACTIVE,0.0212,,BR0020,2023-12-30 17:22:19,2023-12-30 10:33:51
ACCT00000292,CUST000242,CHECKING,CHK_PREMIUM,2021-07-29,,ACTIVE,0.0611,,BR0007,2021-07-29 15:08:23,2021-07-29 16:51:01
ACCT00000293,CUST000243,SAVINGS,SAV_HIYIELD,2023-09-15,,ACTIVE,0.0032,,BR0009,2023-09-15 11:02:14,2023-09-15 10:10:07
ACCT00000294,CUST000244,CHECKING,CHK_BASIC,2020-06-30,,ACTIVE,0.0501,,BR0003,2020-06-30 16:35:25,2020-06-30 19:59:13
ACCT00000295,CUST000245,CD,CD_24MO,2020-06-01,,ACTIVE,0.0424,,BR0003,2020-06-01 21:10:58,2020-06-01 22:31:12
ACCT00000296,CUST000245,LOAN,LOAN_AUTO,2020-05-04,,ACTIVE,0.1535,10000,BR0003,2020-05-04 11:36:52,2020-05-04 09:30:58
ACCT00000297,CUST000246,CD,CD_6MO,2021-11-29,,ACTIVE,0.0347,,BR0012,2021-11-29 13:12:48,2021-11-29 11:34:35
ACCT00000298,CUST000247,CHECKING,CHK_BASIC,2021-03-22,2021-06-02,CLOSED,0.0426,,BR0007,2021-03-22 15:21:43,2021-03-22 08:09:01
ACCT00000299,CUST000248,CHECKING,CHK_BASIC,2020-12-21,,FROZEN,0.0075,,BR0016,2020-12-21 21:23:19,2020-12-21 17:17:04
ACCT00000300,CUST000249,MONEY_MARKET,MM_STANDARD,2021-12-29,,FROZEN,0.0054,,BR0016,2021-12-29 14:25:26,2021-12-29 10:55:29
ACCT00000301,CUST000250,SAVINGS,SAV_BASIC,2023-08-24,,ACTIVE,0.0331,,BR0017,2023-08-24 20:16:17,2023-08-24 11:52:03
ACCT00000302,CUST000250,CHECKING,CHK_PREMIUM,2023-11-29,2023-12-31,CLOSED,0.0241,,BR0017,2023-11-29 12:12:00,2023-11-29 17:32:31
ACCT00000303,CUST000251,MONEY_MARKET,MM_STANDARD,2020-10-06,,FROZEN,0.0347,,BR0014,2020-10-06 08:55:16,2020-10-06 16:28:38
ACCT00000304,CUST000252,CHECKING,CHK_BASIC,2023-06-05,,ACTIVE,0.0222,,BR0012,2023-06-05 16:32:45,2023-06-05 09:39:40
ACCT00000305,CUST000253,CHECKING,CHK_PREMIUM,2022-10-25,,ACTIVE,0.0539,,BR0010,2022-10-25 06:39:08,2022-10-25 17:04:36
ACCT00000306,CUST000254,CHECKING,CHK_BASIC,2022-03-23,,ACTIVE,0.0444,,BR0011,2022-03-23 17:08:15,2022-03-23 13:45:09
ACCT00000307,CUST000255,CHECKING,CHK_BASIC,2023-11-26,,ACTIVE,0.0606,,BR0007,2023-11-26 16:32:10,2023-11-26 09:21:34
ACCT00000308,CUST000255,CD,CD_6MO,2023-12-16,,ACTIVE,0.0071,,BR0007,2023-12-16 12:51:38,2023-12-16 20:05:18
ACCT00000309,CUST000256,MONEY_MARKET,MM_STANDARD,2023-04-22,,ACTIVE,0.0666,,BR0003,2023-04-22 20:19:44,2023-04-22 09:50:19
ACCT00000310,CUST000257,SAVINGS,SAV_HIYIELD,2022-10-01,,ACTIVE,0.0113,,BR0013,2022-10-01 08:33:59,2022-10-01 13:44:04
ACCT00000311,CUST000257,CHECKING,CHK_PREMIUM,2022-11-02,,ACTIVE,0.0196,,BR0013,2022-11-02 19:45:50,2022-11-02 20:30:10
ACCT00000312,CUST000258,CREDIT,CC_REWARDS,2023-12-14,,ACTIVE,0.0166,5000,BR0001,2023-12-14 15:39:57,2023-12-14 20:33:31
ACCT00000313,CUST000259,SAVINGS,SAV_HIYIELD,2023-09-17,,ACTIVE,0.0605,,BR0018,2023-09-17 15:14:57,2023-09-17 22:55:43
ACCT00000314,CUST000259,CD,CD_24MO,2023-04-07,,ACTIVE,0.0047,,BR0018,2023-04-07 13:17:59,2023-04-07 06:41:18
ACCT00000315,CUST000260,CHECKING,CHK_BASIC,2023-11-18,,ACTIVE,0.0505,,BR0002,2023-11-18 07:36:18,2023-11-18 06:38:04
ACCT00000316,CUST000260,SAVINGS,SAV_HIYIELD,2023-12-14,,ACTIVE,0.0338,,BR0002,2023-12-14 15:56:10,2023-12-14 18:24:44
ACCT00000317,CUST000260,CREDIT,CC_REWARDS,2023-12-14,,ACTIVE,0.0217,2000,BR0002,2023-12-14 07:14:26,2023-12-14 13:03:38
ACCT00000318,CUST000261,CHECKING,CHK_PREMIUM,2023-07-18,,ACTIVE,0.0127,,BR0019,2023-07-18 13:06:45,2023-07-18 09:48:29
ACCT00000319,CUST000262,CHECKING,CHK_PREMIUM,2021-05-26,,ACTIVE,0.0398,,BR0014,2021-05-26 16:26:36,2021-05-26 06:56:00
ACCT00000320,CUST000263,CHECKING,CHK_PREMIUM,2021-09-28,,ACTIVE,0.0493,,BR0003,2021-09-28 14:28:51,2021-09-28 15:10:10
ACCT00000321,CUST000264,MONEY_MARKET,MM_STANDARD,2023-12-05,,DORMANT,0.0497,,BR0020,2023-12-05 19:58:44,2023-12-05 21:50:30
ACCT00000322,CUST000265,SAVINGS,SAV_BASIC,2021-10-19,,ACTIVE,0.0141,,BR0009,2021-10-19 11:47:19,2021-10-19 20:46:49
ACCT00000323,CUST000266,CHECKING,CHK_BASIC,2023-03-07,,ACTIVE,0.0123,,BR0013,2023-03-07 06:36:02,2023-03-07 07:27:19
ACCT00000324,CUST000267,CD,CD_24MO,2023-11-02,,ACTIVE,0.0396,,BR0019,2023-11-02 16:20:16,2023-11-02 07:45:58
ACCT00000325,CUST000268,CHECKING,CHK_PREMIUM,2021-05-15,,ACTIVE,0.0499,,BR0010,2021-05-15 10:46:45,2021-05-15 07:47:27
ACCT00000326,CUST000269,CHECKING,CHK_PREMIUM,2023-12-06,,ACTIVE,0.0765,,BR0006,2023-12-06 18:37:01,2023-12-06 14:20:54
ACCT00000327,CUST000270,CHECKING,CHK_PREMIUM,2021-12-01,,ACTIVE,0.0148,,BR0001,2021-12-01 21:35:44,2021-12-01 13:21:29
ACCT00000328,CUST000271,SAVINGS,SAV_BASIC,2023-04-23,,ACTIVE,0.0748,,BR0014,2023-04-23 13:17:21,2023-04-23 13:40:57
ACCT00000329,CUST000272,CD,CD_12MO,2020-11-28,2022-04-13,CLOSED,0.0255,,BR0017,2020-11-28 11:09:18,2020-11-28 21:59:16
ACCT00000330,CUST000272,CHECKING,CHK_BASIC,2021-07-04,,ACTIVE,0.0575,,BR0017,2021-07-04 20:10:03,2021-07-04 13:14:22
ACCT00000331,CUST000273,SAVINGS,SAV_HIYIELD,2020-05-21,,ACTIVE,0.0086,,BR0009,2020-05-21 06:31:45,2020-05-21 08:23:22
ACCT00000332,CUST000273,SAVINGS,SAV_HIYIELD,2021-01-25,,ACTIVE,0.0511,,BR0009,2021-01-25 07:17:09,2021-01-25 10:57:41
ACCT00000333,CUST000274,CD,CD_12MO,2023-10-23,,ACTIVE,0.0066,,BR0001,2023-10-23 11:23:52,2023-10-23 17:54:05
ACCT00000334,CUST000275,CHECKING,CHK_BASIC,2021-11-20,,ACTIVE,0.0677,,BR0012,2021-11-20 17:57:01,2021-11-20 17:45:47
ACCT00000335,CUST000276,CHECKING,CHK_BASIC,2021-04-18,,ACTIVE,0.0497,,BR0010,2021-04-18 21:07:21,2021-04-18 21:54:48
ACCT00000336,CUST000277,CHECKING,CHK_BASIC,2020-10-14,,ACTIVE,0.0767,,BR0003,2020-10-14 10:17:26,2020-10-14 13:01:53
ACCT00000337,CUST000278,SAVINGS,SAV_BASIC,2022-05-31,,ACTIVE,0.054,,BR0004,2022-05-31 17:57:45,2022-05-31 19:15:20
ACCT00000338,CUST000278,CHECKING,CHK_PREMIUM,2022-04-04,,ACTIVE,0.0354,,BR0004,2022-04-04 08:20:02,2022-04-04 15:09:03
ACCT00000339,CUST000279,SAVINGS,SAV_HIYIELD,2022-10-10,,FROZEN,0.0481,,BR0002,2022-10-10 20:56:04,2022-10-10 15:12:43
