rate_id,rate_date,from_currency,to_currency,rate,rate_source,created_at
1131,2023-02-05,GBP,USD,1.22169928,FED,2023-02-05 14:05:25
1132,2023-02-06,GBP,USD,1.22261539,FED,2023-02-06 10:48:08
1133,2023-02-07,GBP,USD,1.22019559,FED,2023-02-07 12:35:39
1134,2023-02-08,GBP,USD,1.22048646,ECB,2023-02-08 13:04:17
1135,2023-02-09,GBP,USD,1.22102833,ECB,2023-02-09 09:42:26
1136,2023-02-10,GBP,USD,1.21783602,FED,2023-02-10 17:22:12
1137,2023-02-11,GBP,USD,1.21572714,ECB,2023-02-11 15:10:22
1138,2023-02-12,GBP,USD,1.22014763,FED,2023-02-12 10:28:02
1139,2023-02-13,GBP,USD,1.22252006,FED,2023-02-13 10:48:46
1140,2023-02-14,GBP,USD,1.22129406,ECB,2023-02-14 09:47:03
1141,2023-02-15,GBP,USD,1.22151691,ECB,2023-02-15 15:00:21
1142,2023-02-16,GBP,USD,1.22661677,ECB,2023-02-16 15:28:30
1143,2023-02-17,GBP,USD,1.229111,ECB,2023-02-17 12:34:33
1144,2023-02-18,GBP,USD,1.22947068,FED,2023-02-18 21:39:46
1145,2023-02-19,GBP,USD,1.23514868,ECB,2023-02-19 18:37:57
1146,2023-02-20,GBP,USD,1.23487256,ECB,2023-02-20 14:10:03
1147,2023-02-21,GBP,USD,1.23348615,FED,2023-02-21 07:29:41
1148,2023-02-22,GBP,USD,1.23986719,ECB,2023-02-22 08:24:42
1149,2023-02-23,GBP,USD,1.23889639,FED,2023-02-23 09:01:18
1150,2023-02-24,GBP,USD,1.24609765,FED,2023-02-24 13:24:32
1151,2023-02-25,GBP,USD,1.24779165,FED,2023-02-25 21:55:38
1152,2023-02-26,GBP,USD,1.24754057,ECB,2023-02-26 11:12:32
1153,2023-02-27,GBP,USD,1.25223677,ECB,2023-02-27 07:15:59
1154,2023-02-28,GBP,USD,1.25123866,FED,2023-02-28 16:31:25
1155,2023-03-01,GBP,USD,1.25121319,FED,2023-03-01 17:40:19
1156,2023-03-02,GBP,USD,1.25049077,ECB,2023-03-02 22:17:51
1157,2023-03-03,GBP,USD,1.25316978,FED,2023-03-03 06:35:17
1158,2023-03-04,GBP,USD,1.25427215,ECB,2023-03-04 10:21:57
1159,2023-03-05,GBP,USD,1.25267361,FED,2023-03-05 22:43:39
1160,2023-03-06,GBP,USD,1.25394696,ECB,2023-03-06 19:15:36
1161,2023-03-07,GBP,USD,1.25967722,FED,2023-03-07 20:34:08
1162,2023-03-08,GBP,USD,1.26789514,ECB,2023-03-08 10:37:34
1163,2023-03-09,GBP,USD,1.26686544,ECB,2023-03-09 15:44:45
1164,2023-03-10,GBP,USD,1.26452634,ECB,2023-03-10 19:58:49
1165,2023-03-11,GBP,USD,1.26992624,ECB,2023-03-11 16:04:35
1166,2023-03-12,GBP,USD,1.27693133,ECB,2023-03-12 11:20:53
1167,2023-03-13,GBP,USD,1.28142205,FED,2023-03-13 19:26:19
1168,2023-03-14,GBP,USD,1.27717083,FED,2023-03-14 14:09:49
1169,2023-03-15,GBP,USD,1.27794445,ECB,2023-03-15 14:38:36
1170,2023-03-16,GBP,USD,1.27982777,ECB,2023-03-16 13:14:43
1171,2023-03-17,GBP,USD,1.28136938,FED,2023-03-17 10:32:54
1172,2023-03-18,GBP,USD,1.28162463,FED,2023-03-18 17:11:54
1173,2023-03-19,GBP,USD,1.278312,ECB,2023-03-19 12:14:02
1174,2023-03-20,GBP,USD,1.28113537,FED,2023-03-20 06:59:17
1175,2023-03-21,GBP,USD,1.28373008,ECB,2023-03-21 12:04:11
1176,2023-03-22,GBP,USD,1.28288888,FED,2023-03-22 21:44:20
1177,2023-03-23,GBP,USD,1.28827712,FED,2023-03-23 18:49:02
1178,2023-03-24,GBP,USD,1.28227595,FED,2023-03-24 16:25:39
1179,2023-03-25,GBP,USD,1.28692516,ECB,2023-03-25 22:06:28
1180,2023-03-26,GBP,USD,1.28504848,FED,2023-03-26 07:56:15
1181,2023-03-27,GBP,USD,1.2812064,ECB,2023-03-27 18:33:48
1182,2023-03-28,GBP,USD,1.28075417,ECB,2023-03-28 12:18:28
1183,2023-03-29,GBP,USD,1.27812876,FED,2023-03-29 20:10:27
1184,2023-03-30,GBP,USD,1.28008207,FED,2023-03-30 07:44:33
1185,2023-03-31,GBP,USD,1.28360684,FED,2023-03-31 08:46:32
1186,2023-04-01,GBP,USD,1.28116158,ECB,2023-04-01 11:49:37
1187,2023-04-02,GBP,USD,1.28664707,ECB,2023-04-02 18:26:20
1188,2023-04-03,GBP,USD,1.28437905,FED,2023-04-03 06:11:29
1189,2023-04-04,GBP,USD,1.27924777,ECB,2023-04-04 20:05:16
1190,2023-04-05,GBP,USD,1.27599013,FED,2023-04-05 11:45:46
1191,2023-04-06,GBP,USD,1.27733506,FED,2023-04-06 17:05:33
1192,2023-04-07,GBP,USD,1.27865701,FED,2023-04-07 22:39:10
1193,2023-04-08,GBP,USD,1.27594145,ECB,2023-04-08 16:36:55
1194,2023-04-09,GBP,USD,1.27852878,ECB,2023-04-09 11:55:09
1195,2023-04-10,GBP,USD,1.28114468,FED,2023-04-10 15:19:46
1196,2023-04-11,GBP,USD,1.28661369,FED,2023-04-11 15:40:11
1197,2023-04-12,GBP,USD,1.28812963,ECB,2023-04-12 06:39:48
1198,2023-04-13,GBP,USD,1.2895116,FED,2023-04-13 06:29:31
1199,2023-04-14,GBP,USD,1.29249082,ECB,2023-04-14 21:15:13
1200,2023-04-15,GBP,USD,1.28866162,FED,2023-04-15 20:26:28
1201,2023-04-16,GBP,USD,1.2932578,ECB,2023-04-16 14:39:40
1202,2023-04-17,GBP,USD,1.29577117,ECB,2023-04-17 07:11:09
1203,2023-04-18,GBP,USD,1.29915965,ECB,2023-04-18 07:42:36
1204,2023-04-19,GBP,USD,1.30038431,FED,2023-04-19 16:58:05
1205,2023-04-20,GBP,USD,1.30424582,ECB,2023-04-20 11:43:18
1206,2023-04-21,GBP,USD,1.30547822,ECB,2023-04-21 20:47:37
1207,2023-04-22,GBP,USD,1.30480277,FED,2023-04-22 16:23:57
1208,2023-04-23,GBP,USD,1.30561686,FED,2023-04-23 08:48:27
1209,2023-04-24,GBP,USD,1.3064109,FED,2023-04-24 10:07:44
1210,2023-04-25,GBP,USD,1.30521466,FED,2023-04-25 16:33:26
1211,2023-04-26,GBP,USD,1.29924576,ECB,2023-04-26 09:36:46
1212,2023-04-27,GBP,USD,1.29831824,ECB,2023-04-27 21:46:44
1213,2023-04-28,GBP,USD,1.29289011,FED,2023-04-28 19:38:54
1214,2023-04-29,GBP,USD,1.28870928,FED,2023-04-29 14:33:36
1215,2023-04-30,GBP,USD,1.29232076,ECB,2023-04-30 21:33:46
1216,2023-05-01,GBP,USD,1.2922075,FED,2023-05-01 21:51:11
1217,2023-05-02,GBP,USD,1.29430836,FED,2023-05-02 12:00:07
1218,2023-05-03,GBP,USD,1.29242156,ECB,2023-05-03 20:40:50
1219,2023-05-04,GBP,USD,1.29797516,FED,2023-05-04 19:02:21
1220,2023-05-05,GBP,USD,1.3030776,FED,2023-05-05 12:00:40
1221,2023-05-06,GBP,USD,1.30403755,ECB,2023-05-06 15:19:32
1222,2023-05-07,GBP,USD,1.30707097,FED,2023-05-07 06:07:43
1223,2023-05-08,GBP,USD,1.30510311,ECB,2023-05-08 11:12:21
1224,2023-05-09,GBP,USD,1.30850891,FED,2023-05-09 21:58:30
1225,2023-05-10,GBP,USD,1.31016325,FED,2023-05-10 10:40:29
1226,2023-05-11,GBP,USD,1.30474922,FED,2023-05-11 20:50:52
1227,2023-05-12,GBP,USD,1.29922038,FED,2023-05-12 16:35:34
1228,2023-05-13,GBP,USD,1.30252535,ECB,2023-05-13 12:36:43
1229,2023-05-14,GBP,USD,1.29825143,FED,2023-05-14 08:09:17
1230,2023-05-15,GBP,USD,1.30580568,ECB,2023-05-15 16:24:40
1231,2023-05-16,GBP,USD,1.30350006,FED,2023-05-16 11:38:07
1232,2023-05-17,GBP,USD,1.30299663,FED,2023-05-17 16:45:02
1233,2023-05-18,GBP,USD,1.30277231,ECB,2023-05-18 17:28:53
1234,2023-05-19,GBP,USD,1.30442264,FED,2023-05-19 12:33:19
1235,2023-05-20,GBP,USD,1.30614254,ECB,2023-05-20 12:58:05
1236,2023-05-21,GBP,USD,1.30952315,FED,2023-05-21 22:01:51
1237,2023-05-22,GBP,USD,1.30492467,ECB,2023-05-22 16:59:30
1238,2023-05-23,GBP,USD,1.30542581,FED,2023-05-23 16:09:49
1239,2023-05-24,GBP,USD,1.31046749,ECB,2023-05-24 12:46:02
1240,2023-05-25,GBP,USD,1.30519855,FED,2023-05-25 18:45:55
1241,2023-05-26,GBP,USD,1.30484668,ECB,2023-05-26 08:21:29
1242,2023-05-27,GBP,USD,1.30479697,ECB,2023-05-27 09:33:49
1243,2023-05-28,GBP,USD,1.30296312,FED,2023-05-28 12:20:12
1244,2023-05-29,GBP,USD,1.30011781,ECB,2023-05-29 15:17:34
1245,2023-05-30,GBP,USD,1.29834676,ECB,2023-05-30 14:09:10
1246,2023-05-31,GBP,USD,1.30215802,FED,2023-05-31 09:00:39
1247,2023-06-01,GBP,USD,1.30046836,FED,2023-06-01 16:17:09
1248,2023-06-02,GBP,USD,1.29980483,FED,2023-06-02 13:10:04
1249,2023-06-03,GBP,USD,1.29670861,FED,2023-06-03 07:08:01
1250,2023-06-04,GBP,USD,1.30431705,FED,2023-06-04 07:06:24
1251,2023-06-05,GBP,USD,1.30820959,ECB,2023-06-05 20:39:22
1252,2023-06-06,GBP,USD,1.309582,FED,2023-06-06 16:52:12
1253,2023-06-07,GBP,USD,1.30822895,ECB,2023-06-07 20:36:08
1254,2023-06-08,GBP,USD,1.30253613,ECB,2023-06-08 20:06:29
1255,2023-06-09,GBP,USD,1.30045465,FED,2023-06-09 21:14:14
1256,2023-06-10,GBP,USD,1.30566595,ECB,2023-06-10 14:58:23
1257,2023-06-11,GBP,USD,1.30093496,FED,2023-06-11 16:29:31
1258,2023-06-12,GBP,USD,1.30473208,ECB,2023-06-12 08:30:07
1259,2023-06-13,GBP,USD,1.30214147,ECB,2023-06-13 15:49:22
1260,2023-06-14,GBP,USD,1.30563315,ECB,2023-06-14 22:06:25
1261,2023-06-15,GBP,USD,1.30851266,FED,2023-06-15 08:50:19
1262,2023-06-16,GBP,USD,1.30212684,FED,2023-06-16 18:37:26
1263,2023-06-17,GBP,USD,1.30233625,ECB,2023-06-17 21:24:04
1264,2023-06-18,GBP,USD,1.30524884,FED,2023-06-18 12:52:44
1265,2023-06-19,GBP,USD,1.29948048,FED,2023-06-19 16:34:44
1266,2023-06-20,GBP,USD,1.29578664,ECB,2023-06-20 11:42:42
1267,2023-06-21,GBP,USD,1.30371762,FED,2023-06-21 09:37:38
1268,2023-06-22,GBP,USD,1.30796791,FED,2023-06-22 16:35:06
1269,2023-06-23,GBP,USD,1.30903606,FED,2023-06-23 08:38:06
1270,2023-06-24,GBP,USD,1.30683726,FED,2023-06-24 16:31:41
1271,2023-06-25,GBP,USD,1.30592357,ECB,2023-06-25 06:48:09
1272,2023-06-26,GBP,USD,1.30448154,ECB,2023-06-26 20:34:18
1273,2023-06-27,GBP,USD,1.30052134,ECB,2023-06-27 12:43:56
1274,2023-06-28,GBP,USD,1.30378828,FED,2023-06-28 15:36:50
1275,2023-06-29,GBP,USD,1.30663832,FED,2023-06-29 17:05:37
1276,2023-06-30,GBP,USD,1.30490534,ECB,2023-06-30 22:25:54
1277,2023-07-01,GBP,USD,1.30717862,FED,2023-07-01 07:00:45
1278,2023-07-02,GBP,USD,1.3095302,FED,2023-07-02 09:55:18
1279,2023-07-03,GBP,USD,1.31144215,FED,2023-07-03 16:45:24
1280,2023-07-04,GBP,USD,1.3092889,FED,2023-07-04 18:27:34
1281,2023-07-05,GBP,USD,1.30987381,ECB,2023-07-05 12:35:24
1282,2023-07-06,GBP,USD,1.31222738,FED,2023-07-06 19:09:18
1283,2023-07-07,GBP,USD,1.31808915,ECB,2023-07-07 06:04:41
1284,2023-07-08,GBP,USD,1.31799503,ECB,2023-07-08 10:46:56
1285,2023-07-09,GBP,USD,1.3137733,ECB,2023-07-09 08:08:41
1286,2023-07-10,GBP,USD,1.31412575,FED,2023-07-10 20:57:50
1287,2023-07-11,GBP,USD,1.31106443,ECB,2023-07-11 20:32:27
1288,2023-07-12,GBP,USD,1.30251532,FED,2023-07-12 18:22:14
1289,2023-07-13,GBP,USD,1.30460497,FED,2023-07-13 13:45:32
1290,2023-07-14,GBP,USD,1.30950834,FED,2023-07-14 19:59:34
1291,2023-07-15,GBP,USD,1.30859908,ECB,2023-07-15 21:45:23
1292,2023-07-16,GBP,USD,1.30812635,ECB,2023-07-16 21:44:05
1293,2023-07-17,GBP,USD,1.31211711,FED,2023-07-17 20:33:05
1294,2023-07-18,GBP,USD,1.31708714,ECB,2023-07-18 13:30:40
1295,2023-07-19,GBP,USD,1.31656283,ECB,2023-07-19 15:39:03
1296,2023-07-20,GBP,USD,1.30653902,FED,2023-07-20 06:30:29
1297,2023-07-21,GBP,USD,1.30214125,FED,2023-07-21 19:22:51
1298,2023-07-22,GBP,USD,1.30179179,FED,2023-07-22 15:10:02
1299,2023-07-23,GBP,USD,1.3000083,FED,2023-07-23 14:03:40
1300,2023-07-24,GBP,USD,1.29505627,FED,2023-07-24 11:36:03
1301,2023-07-25,GBP,USD,1.29326457,ECB,2023-07-25 15:31:05
1302,2023-07-26,GBP,USD,1.29058427,ECB,2023-07-26 22:04:54
1303,2023-07-27,GBP,USD,1.29120556,FED,2023-07-27 14:54:16
1304,2023-07-28,GBP,USD,1.28831955,ECB,2023-07-28 09:38:11
1305,2023-07-29,GBP,USD,1.29367078,FED,2023-07-29 17:51:11
1306,2023-07-30,GBP,USD,1.2902669,FED,2023-07-30 13:31:11
1307,2023-07-31,GBP,USD,1.29261863,FED,2023-07-31 08:09:38
1308,2023-08-01,GBP,USD,1.28526901,ECB,2023-08-01 21:48:26
1309,2023-08-02,GBP,USD,1.28563179,FED,2023-08-02 11:13:36
1310,2023-08-03,GBP,USD,1.2828117,FED,2023-08-03 07:41:16
1311,2023-08-04,GBP,USD,1.28287753,ECB,2023-08-04 20:25:30
1312,2023-08-05,GBP,USD,1.28096754,FED,2023-08-05 21:47:48
1313,2023-08-06,GBP,USD,1.28344497,FED,2023-08-06 21:16:09
1314,2023-08-07,GBP,USD,1.28212989,FED,2023-08-07 06:18:59
1315,2023-08-08,GBP,USD,1.28323517,FED,2023-08-08 22:43:02
1316,2023-08-09,GBP,USD,1.27962388,ECB,2023-08-09 17:54:27
1317,2023-08-10,GBP,USD,1.27533664,FED,2023-08-10 16:17:17
1318,2023-08-11,GBP,USD,1.27177979,ECB,2023-08-11 14:41:37
1319,2023-08-12,GBP,USD,1.26668586,ECB,2023-08-12 12:33:21
1320,2023-08-13,GBP,USD,1.27082147,ECB,2023-08-13 16:35:00
1321,2023-08-14,GBP,USD,1.26746572,ECB,2023-08-14 19:06:33
1322,2023-08-15,GBP,USD,1.26111545,ECB,2023-08-15 20:22:14
1323,2023-08-16,GBP,USD,1.26066904,ECB,2023-08-16 06:39:05
1324,2023-08-17,GBP,USD,1.25782245,ECB,2023-08-17 12:38:40
1325,2023-08-18,GBP,USD,1.26466988,ECB,2023-08-18 10:24:42
1326,2023-08-19,GBP,USD,1.27128233,ECB,2023-08-19 09:44:11
1327,2023-08-20,GBP,USD,1.27119268,ECB,2023-08-20 20:59:17
1328,2023-08-21,GBP,USD,1.27546958,FED,2023-08-21 16:16:10
1329,2023-08-22,GBP,USD,1.27606133,ECB,2023-08-22 18:24:21
1330,2023-08-23,GBP,USD,1.2730335,ECB,2023-08-23 14:52:16
1331,2023-08-24,GBP,USD,1.27366723,ECB,2023-08-24 18:11:41
1332,2023-08-25,GBP,USD,1.27497037,FED,2023-08-25 09:09:34
1333,2023-08-26,GBP,USD,1.27528525,ECB,2023-08-26 20:45:16
1334,2023-08-27,GBP,USD,1.27261807,ECB,2023-08-27 07:04:04
1335,2023-08-28,GBP,USD,1.27000464,FED,2023-08-28 06:57:31
1336,2023-08-29,GBP,USD,1.26875036,ECB,2023-08-29 06:59:02
1337,2023-08-30,GBP,USD,1.26721875,FED,2023-08-30 18:36:00
1338,2023-08-31,GBP,USD,1.26464662,FED,2023-08-31 21:27:25
1339,2023-09-01,GBP,USD,1.26833008,ECB,2023-09-01 13:00:24
1340,2023-09-02,GBP,USD,1.26282377,FED,2023-09-02 09:36:34
1341,2023-09-03,GBP,USD,1.26610275,FED,2023-09-03 18:03:40
1342,2023-09-04,GBP,USD,1.26468116,ECB,2023-09-04 17:34:54
1343,2023-09-05,GBP,USD,1.26618853,FED,2023-09-05 15:41:12
1344,2023-09-06,GBP,USD,1.26581038,ECB,2023-09-06 07:24:42
1345,2023-09-07,GBP,USD,1.26793293,ECB,2023-09-07 17:31:05
1346,2023-09-08,GBP,USD,1.27340335,FED,2023-09-08 12:08:02
1347,2023-09-09,GBP,USD,1.27553593,ECB,2023-09-09 21:24:04
1348,2023-09-10,GBP,USD,1.2812534,FED,2023-09-10 21:34:53
1349,2023-09-11,GBP,USD,1.28504623,ECB,2023-09-11 07:21:03
1350,2023-09-12,GBP,USD,1.27574329,FED,2023-09-12 07:25:07
1351,2023-09-13,GBP,USD,1.27707269,FED,2023-09-13 10:47:37
1352,2023-09-14,GBP,USD,1.28249236,ECB,2023-09-14 08:02:47
1353,2023-09-15,GBP,USD,1.28602128,FED,2023-09-15 07:15:44
1354,2023-09-16,GBP,USD,1.29038685,ECB,2023-09-16 06:11:40
1355,2023-09-17,GBP,USD,1.29354228,ECB,2023-09-17 20:39:10
1356,2023-09-18,GBP,USD,1.29456913,ECB,2023-09-18 09:07:31
1357,2023-09-19,GBP,USD,1.29012677,ECB,2023-09-19 12:27:21
1358,2023-09-20,GBP,USD,1.28711903,FED,2023-09-20 16:07:43
1359,2023-09-21,GBP,USD,1.28525478,ECB,2023-09-21 07:37:11
1360,2023-09-22,GBP,USD,1.28429198,FED,2023-09-22 08:07:17
1361,2023-09-23,GBP,USD,1.28681177,FED,2023-09-23 11:28:15
1362,2023-09-24,GBP,USD,1.28991239,ECB,2023-09-24 10:06:50
1363,2023-09-25,GBP,USD,1.29297244,ECB,2023-09-25 06:56:31
1364,2023-09-26,GBP,USD,1.28860032,ECB,2023-09-26 06:00:11
1365,2023-09-27,GBP,USD,1.29401498,FED,2023-09-27 19:44:51
1366,2023-09-28,GBP,USD,1.29129323,FED,2023-09-28 10:13:09
1367,2023-09-29,GBP,USD,1.28828436,FED,2023-09-29 13:11:39
1368,2023-09-30,GBP,USD,1.28466382,ECB,2023-09-30 11:45:31
1369,2023-10-01,GBP,USD,1.28340275,FED,2023-10-01 17:26:00
1370,2023-10-02,GBP,USD,1.28233291,ECB,2023-10-02 12:07:33
1371,2023-10-03,GBP,USD,1.28761992,ECB,2023-10-03 20:49:40
1372,2023-10-04,GBP,USD,1.28684023,ECB,2023-10-04 14:03:12
1373,2023-10-05,GBP,USD,1.28850751,FED,2023-10-05 21:11:10
1374,2023-10-06,GBP,USD,1.28993659,ECB,2023-10-06 07:41:23
1375,2023-10-07,GBP,USD,1.28903335,FED,2023-10-07 20:02:06
1376,2023-10-08,GBP,USD,1.29306371,ECB,2023-10-08 11:10:50
1377,2023-10-09,GBP,USD,1.29765215,ECB,2023-10-09 13:46:28
1378,2023-10-10,GBP,USD,1.29850255,FED,2023-10-10 19:12:47
1379,2023-10-11,GBP,USD,1.2969685,ECB,2023-10-11 16:14:06
1380,2023-10-12,GBP,USD,1.29387276,ECB,2023-10-12 19:55:12
1381,2023-10-13,GBP,USD,1.29192815,FED,2023-10-13 21:03:56
1382,2023-10-14,GBP,USD,1.29385689,FED,2023-10-14 10:13:59
1383,2023-10-15,GBP,USD,1.29197842,FED,2023-10-15 10:29:46
1384,2023-10-16,GBP,USD,1.29043789,ECB,2023-10-16 17:17:12
1385,2023-10-17,GBP,USD,1.28992978,ECB,2023-10-17 14:08:07
1386,2023-10-18,GBP,USD,1.29077774,FED,2023-10-18 20:26:10
1387,2023-10-19,GBP,USD,1.29095488,FED,2023-10-19 11:50:50
1388,2023-10-20,GBP,USD,1.28823158,ECB,2023-10-20 13:05:26
1389,2023-10-21,GBP,USD,1.29102092,ECB,2023-10-21 21:53:29
1390,2023-10-22,GBP,USD,1.28750798,FED,2023-10-22 06:46:27
1391,2023-10-23,GBP,USD,1.28725584,FED,2023-10-23 19:37:14
1392,2023-10-24,GBP,USD,1.28436029,ECB,2023-10-24 06:26:02
1393,2023-10-25,GBP,USD,1.28856935,ECB,2023-10-25 19:33:25
1394,2023-10-26,GBP,USD,1.28965525,FED,2023-10-26 09:28:31
1395,2023-10-27,GBP,USD,1.28995002,ECB,2023-10-27 19:13:08
1396,2023-10-28,GBP,USD,1.29488964,FED,2023-10-28 15:15:41
1397,2023-10-29,GBP,USD,1.29558581,FED,2023-10-29 11:45:29
1398,2023-10-30,GBP,USD,1.29558122,ECB,2023-10-30 20:29:49
1399,2023-10-31,GBP,USD,1.29948264,ECB,2023-10-31 17:40:29
1400,2023-11-01,GBP,USD,1.30413045,ECB,2023-11-01 08:24:57
1401,2023-11-02,GBP,USD,1.30237945,FED,2023-11-02 19:48:17
1402,2023-11-03,GBP,USD,1.29790128,ECB,2023-11-03 08:39:56
1403,2023-11-04,GBP,USD,1.29326847,FED,2023-11-04 07:07:24
1404,2023-11-05,GBP,USD,1.30099697,FED,2023-11-05 20:39:02
1405,2023-11-06,GBP,USD,1.29938811,ECB,2023-11-06 12:08:21
1406,2023-11-07,GBP,USD,1.30119761,ECB,2023-11-07 09:41:30
1407,2023-11-08,GBP,USD,1.30068106,ECB,2023-11-08 13:20:22
1408,2023-11-09,GBP,USD,1.2941828,FED,2023-11-09 22:43:27
1409,2023-11-10,GBP,USD,1.29394435,FED,2023-11-10 20:31:32
1410,2023-11-11,GBP,USD,1.29532859,ECB,2023-11-11 21:45:34
1411,2023-11-12,GBP,USD,1.2932412,FED,2023-11-12 20:39:23
1412,2023-11-13,GBP,USD,1.28893192,ECB,2023-11-13 12:57:56
1413,2023-11-14,GBP,USD,1.28740615,ECB,2023-11-14 15:04:06
1414,2023-11-15,GBP,USD,1.28781921,ECB,2023-11-15 14:07:44
1415,2023-11-16,GBP,USD,1.28913907,ECB,2023-11-16 22:40:01
1416,2023-11-17,GBP,USD,1.29090924,FED,2023-11-17 19:43:34
1417,2023-11-18,GBP,USD,1.29490075,FED,2023-11-18 20:47:41
1418,2023-11-19,GBP,USD,1.29306931,ECB,2023-11-19 15:12:04
1419,2023-11-20,GBP,USD,1.29998385,FED,2023-11-20 19:37:21
1420,2023-11-21,GBP,USD,1.30095255,FED,2023-11-21 21:37:42
1421,2023-11-22,GBP,USD,1.29849604,FED,2023-11-22 20:19:36
1422,2023-11-23,GBP,USD,1.29142705,ECB,2023-11-23 15:10:50
1423,2023-11-24,GBP,USD,1.2911469,FED,2023-11-24 07:09:22
1424,2023-11-25,GBP,USD,1.29559548,FED,2023-11-25 20:10:39
1425,2023-11-26,GBP,USD,1.30104309,FED,2023-11-26 11:11:53
1426,2023-11-27,GBP,USD,1.29821802,ECB,2023-11-27 11:15:07
1427,2023-11-28,GBP,USD,1.30150351,ECB,2023-11-28 20:16:23
1428,2023-11-29,GBP,USD,1.30237467,ECB,2023-11-29 12:35:45
1429,2023-11-30,GBP,USD,1.30570538,FED,2023-11-30 10:23:28
1430,2023-12-01,GBP,USD,1.30644495,ECB,2023-12-01 15:07:58
1431,2023-12-02,GBP,USD,1.31539886,ECB,2023-12-02 20:59:20
1432,2023-12-03,GBP,USD,1.3168224,ECB,2023-12-03 06:47:34
1433,2023-12-04,GBP,USD,1.32032478,FED,2023-12-04 21:57:18
1434,2023-12-05,GBP,USD,1.31978217,ECB,2023-12-05 20:21:44
1435,2023-12-06,GBP,USD,1.3232235,ECB,2023-12-06 10:43:35
1436,2023-12-07,GBP,USD,1.32616344,ECB,2023-12-07 15:01:25
1437,2023-12-08,GBP,USD,1.32408742,FED,2023-12-08 08:20:03
1438,2023-12-09,GBP,USD,1.32220082,ECB,2023-12-09 22:14:50
1439,2023-12-10,GBP,USD,1.3251439,ECB,2023-12-10 08:34:54
1440,2023-12-11,GBP,USD,1.32388209,FED,2023-12-11 08:32:25
1441,2023-12-12,GBP,USD,1.32506987,ECB,2023-12-12 17:25:09
1442,2023-12-13,GBP,USD,1.32833657,FED,2023-12-13 17:24:23
1443,2023-12-14,GBP,USD,1.33199115,FED,2023-12-14 20:55:35
1444,2023-12-15,GBP,USD,1.33227241,ECB,2023-12-15 12:46:56
1445,2023-12-16,GBP,USD,1.32051393,FED,2023-12-16 15:10:51
1446,2023-12-17,GBP,USD,1.32477448,FED,2023-12-17 19:08:53
1447,2023-12-18,GBP,USD,1.32333495,ECB,2023-12-18 15:30:55
1448,2023-12-19,GBP,USD,1.32245773,FED,2023-12-19 08:59:37
1449,2023-12-20,GBP,USD,1.3225233,FED,2023-12-20 14:26:11
1450,2023-12-21,GBP,USD,1.32081706,FED,2023-12-21 10:12:11
1451,2023-12-22,GBP,USD,1.32243624,FED,2023-12-22 07:52:52
1452,2023-12-23,GBP,USD,1.31958504,FED,2023-12-23 15:31:35
1453,2023-12-24,GBP,USD,1.31940523,ECB,2023-12-24 10:16:19
1454,2023-12-25,GBP,USD,1.31658826,FED,2023-12-25 09:41:42
1455,2023-12-26,GBP,USD,1.31979423,FED,2023-12-26 13:01:07
1456,2023-12-27,GBP,USD,1.31722569,FED,2023-12-27 21:04:38
1457,2023-12-28,GBP,USD,1.31708047,FED,2023-12-28 14:40:43
1458,2023-12-29,GBP,USD,1.31187032,FED,2023-12-29 09:23:32
1459,2023-12-30,GBP,USD,1.31179118,FED,2023-12-30 11:37:03
1460,2023-12-31,GBP,USD,1.31105496,ECB,2023-12-31 16:29:56
1461,2022-01-01,CAD,USD,0.73927164,ECB,2022-01-01 14:23:26
1462,2022-01-02,CAD,USD,0.73731697,FED,2022-01-02 07:18:18
1463,2022-01-03,CAD,USD,0.73221546,ECB,2022-01-03 11:48:06
1464,2022-01-04,CAD,USD,0.73126182,ECB,2022-01-04 16:55:20
1465,2022-01-05,CAD,USD,0.7328095,FED,2022-01-05 14:43:44
1466,2022-01-06,CAD,USD,0.72984982,FED,2022-01-06 09:34:37
1467,2022-01-07,CAD,USD,0.72912284,ECB,2022-01-07 22:18:23
1468,2022-01-08,CAD,USD,0.73010123,FED,2022-01-08 19:21:58
1469,2022-01-09,CAD,USD,0.73096361,ECB,2022-01-09 22:14:53
1470,2022-01-10,CAD,USD,0.73042166,ECB,2022-01-10 22:54:34
1471,2022-01-11,CAD,USD,0.72962636,ECB,2022-01-11 19:29:58
1472,2022-01-12,CAD,USD,0.72631299,ECB,2022-01-12 09:52:08
1473,2022-01-13,CAD,USD,0.72852028,FED,2022-01-13 17:08:52
1474,2022-01-14,CAD,USD,0.72736418,FED,2022-01-14 22:48:21
1475,2022-01-15,CAD,USD,0.72823768,ECB,2022-01-15 13:08:54
1476,2022-01-16,CAD,USD,0.72988208,ECB,2022-01-16 13:19:08
1477,2022-01-17,CAD,USD,0.73142229,FED,2022-01-17 09:04:01
1478,2022-01-18,CAD,USD,0.73740883,FED,2022-01-18 19:02:12
1479,2022-01-19,CAD,USD,0.74046843,ECB,2022-01-19 21:07:58
1480,2022-01-20,CAD,USD,0.74293989,FED,2022-01-20 07:04:19
1481,2022-01-21,CAD,USD,0.74109075,ECB,2022-01-21 12:37:57
1482,2022-01-22,CAD,USD,0.73785284,ECB,2022-01-22 11:42:22
1483,2022-01-23,CAD,USD,0.73907351,FED,2022-01-23 17:22:10
